SI,mei1,mei2,smi,meo1,meo2,smo,fc,el,image,image2
Sample-2678,180,180,4.812,90,300,6.62,0.2,-0.126,Sample-2678_image.tif,Sample-2678_image.jpg
Sample-2679,180,180,4.812,90,300,8,0.1,-0.028,Sample-2679_image.tif,Sample-2679_image.jpg
Sample-267,100,180,4.812,150,250,1.79,0.1,0.338,Sample-267_image.tif,Sample-267_image.jpg
Sample-2680,180,180,4.812,90,300,8,0.2,-0.051,Sample-2680_image.tif,Sample-2680_image.jpg
Sample-2681,180,180,4.812,90,70,1.3,0.1,-0.046,Sample-2681_image.tif,Sample-2681_image.jpg
Sample-2682,180,180,4.812,90,70,1.3,0.2,-0.062,Sample-2682_image.tif,Sample-2682_image.jpg
Sample-2683,180,180,4.812,90,70,1.79,0.1,-0.111,Sample-2683_image.tif,Sample-2683_image.jpg
Sample-2684,180,180,4.812,90,70,1.79,0.2,-0.034,Sample-2684_image.tif,Sample-2684_image.jpg
Sample-2685,180,180,4.812,90,70,6.62,0.1,-0.135,Sample-2685_image.tif,Sample-2685_image.jpg
Sample-2686,180,180,4.812,90,70,6.62,0.2,-0.021,Sample-2686_image.tif,Sample-2686_image.jpg
Sample-2687,180,180,4.812,90,70,8,0.1,-0.115,Sample-2687_image.tif,Sample-2687_image.jpg
Sample-2688,180,180,4.812,90,70,8,0.2,-0.004,Sample-2688_image.tif,Sample-2688_image.jpg
Sample-2689,180,260,2.807,150,103,1.3,0.1,-0.085,Sample-2689_image.tif,Sample-2689_image.jpg
Sample-268,100,180,4.812,150,250,1.79,0.2,0.409,Sample-268_image.tif,Sample-268_image.jpg
Sample-2690,180,260,2.807,150,103,1.3,0.2,0.004,Sample-2690_image.tif,Sample-2690_image.jpg
Sample-2691,180,260,2.807,150,103,1.79,0.1,-0.076,Sample-2691_image.tif,Sample-2691_image.jpg
Sample-2692,180,260,2.807,150,103,1.79,0.2,0,Sample-2692_image.tif,Sample-2692_image.jpg
Sample-2693,180,260,2.807,150,103,6.62,0.1,-0.095,Sample-2693_image.tif,Sample-2693_image.jpg
Sample-2694,180,260,2.807,150,103,6.62,0.2,-0.03,Sample-2694_image.tif,Sample-2694_image.jpg
Sample-2695,180,260,2.807,150,103,8,0.1,-0.081,Sample-2695_image.tif,Sample-2695_image.jpg
Sample-2696,180,260,2.807,150,103,8,0.2,0.011,Sample-2696_image.tif,Sample-2696_image.jpg
Sample-2697,180,260,2.807,150,250,1.3,0.1,-0.003,Sample-2697_image.tif,Sample-2697_image.jpg
Sample-2698,180,260,2.807,150,250,1.3,0.2,-0.013,Sample-2698_image.tif,Sample-2698_image.jpg
Sample-2699,180,260,2.807,150,250,1.79,0.1,0.03,Sample-2699_image.tif,Sample-2699_image.jpg
Sample-269,100,180,4.812,150,250,6.62,0.1,0.315,Sample-269_image.tif,Sample-269_image.jpg
Sample-26,100,180,2.807,150,70,1.3,0.2,0.425,Sample-26_image.tif,Sample-26_image.jpg
Sample-2700,180,260,2.807,150,250,1.79,0.2,-0.017,Sample-2700_image.tif,Sample-2700_image.jpg
Sample-2701,180,260,2.807,150,250,6.62,0.1,-0.057,Sample-2701_image.tif,Sample-2701_image.jpg
Sample-2702,180,260,2.807,150,250,6.62,0.2,0.007,Sample-2702_image.tif,Sample-2702_image.jpg
Sample-2703,180,260,2.807,150,250,8,0.1,-0.017,Sample-2703_image.tif,Sample-2703_image.jpg
Sample-2704,180,260,2.807,150,250,8,0.2,0.016,Sample-2704_image.tif,Sample-2704_image.jpg
Sample-2705,180,260,2.807,150,300,1.3,0.1,0.024,Sample-2705_image.tif,Sample-2705_image.jpg
Sample-2706,180,260,2.807,150,300,1.3,0.2,0.061,Sample-2706_image.tif,Sample-2706_image.jpg
Sample-2707,180,260,2.807,150,300,1.79,0.1,-0.012,Sample-2707_image.tif,Sample-2707_image.jpg
Sample-2708,180,260,2.807,150,300,1.79,0.2,0.098,Sample-2708_image.tif,Sample-2708_image.jpg
Sample-2709,180,260,2.807,150,300,6.62,0.1,0.027,Sample-2709_image.tif,Sample-2709_image.jpg
Sample-270,100,180,4.812,150,250,6.62,0.2,0.6,Sample-270_image.tif,Sample-270_image.jpg
Sample-2710,180,260,2.807,150,300,6.62,0.2,0.019,Sample-2710_image.tif,Sample-2710_image.jpg
Sample-2711,180,260,2.807,150,300,8,0.1,0.099,Sample-2711_image.tif,Sample-2711_image.jpg
Sample-2712,180,260,2.807,150,300,8,0.2,0.034,Sample-2712_image.tif,Sample-2712_image.jpg
Sample-2713,180,260,2.807,150,70,1.3,0.1,-0.094,Sample-2713_image.tif,Sample-2713_image.jpg
Sample-2714,180,260,2.807,150,70,1.3,0.2,0.005,Sample-2714_image.tif,Sample-2714_image.jpg
Sample-2715,180,260,2.807,150,70,1.79,0.1,-0.122,Sample-2715_image.tif,Sample-2715_image.jpg
Sample-2716,180,260,2.807,150,70,1.79,0.2,-0.015,Sample-2716_image.tif,Sample-2716_image.jpg
Sample-2717,180,260,2.807,150,70,6.62,0.1,-0.063,Sample-2717_image.tif,Sample-2717_image.jpg
Sample-2718,180,260,2.807,150,70,6.62,0.2,0.012,Sample-2718_image.tif,Sample-2718_image.jpg
Sample-2719,180,260,2.807,150,70,8,0.1,-0.047,Sample-2719_image.tif,Sample-2719_image.jpg
Sample-271,100,180,4.812,150,250,8,0.1,0.306,Sample-271_image.tif,Sample-271_image.jpg
Sample-2720,180,260,2.807,150,70,8,0.2,0.009,Sample-2720_image.tif,Sample-2720_image.jpg
Sample-2721,180,260,2.807,180,103,1.3,0.1,-0.017,Sample-2721_image.tif,Sample-2721_image.jpg
Sample-2722,180,260,2.807,180,103,1.3,0.2,0.048,Sample-2722_image.tif,Sample-2722_image.jpg
Sample-2723,180,260,2.807,180,103,1.79,0.1,-0.044,Sample-2723_image.tif,Sample-2723_image.jpg
Sample-2724,180,260,2.807,180,103,1.79,0.2,0.016,Sample-2724_image.tif,Sample-2724_image.jpg
Sample-2725,180,260,2.807,180,103,6.62,0.1,-0.042,Sample-2725_image.tif,Sample-2725_image.jpg
Sample-2726,180,260,2.807,180,103,6.62,0.2,0.029,Sample-2726_image.tif,Sample-2726_image.jpg
Sample-2727,180,260,2.807,180,103,8,0.1,0.033,Sample-2727_image.tif,Sample-2727_image.jpg
Sample-2728,180,260,2.807,180,103,8,0.2,-0.014,Sample-2728_image.tif,Sample-2728_image.jpg
Sample-2729,180,260,2.807,180,250,1.3,0.1,-0.025,Sample-2729_image.tif,Sample-2729_image.jpg
Sample-272,100,180,4.812,150,250,8,0.2,0.423,Sample-272_image.tif,Sample-272_image.jpg
Sample-2730,180,260,2.807,180,250,1.3,0.2,0.028,Sample-2730_image.tif,Sample-2730_image.jpg
Sample-2731,180,260,2.807,180,250,1.79,0.1,0.056,Sample-2731_image.tif,Sample-2731_image.jpg
Sample-2732,180,260,2.807,180,250,1.79,0.2,-0.01,Sample-2732_image.tif,Sample-2732_image.jpg
Sample-2733,180,260,2.807,180,250,6.62,0.1,0.03,Sample-2733_image.tif,Sample-2733_image.jpg
Sample-2734,180,260,2.807,180,250,6.62,0.2,0.014,Sample-2734_image.tif,Sample-2734_image.jpg
Sample-2735,180,260,2.807,180,250,8,0.1,-0.014,Sample-2735_image.tif,Sample-2735_image.jpg
Sample-2736,180,260,2.807,180,250,8,0.2,0.133,Sample-2736_image.tif,Sample-2736_image.jpg
Sample-2737,180,260,2.807,180,300,1.3,0.1,-1.048,Sample-2737_image.tif,Sample-2737_image.jpg
Sample-2738,180,260,2.807,180,300,1.3,0.2,0.032,Sample-2738_image.tif,Sample-2738_image.jpg
Sample-2739,180,260,2.807,180,300,1.79,0.1,-0.053,Sample-2739_image.tif,Sample-2739_image.jpg
Sample-273,100,180,4.812,150,300,1.3,0.1,0.25,Sample-273_image.tif,Sample-273_image.jpg
Sample-2740,180,260,2.807,180,300,1.79,0.2,0.055,Sample-2740_image.tif,Sample-2740_image.jpg
Sample-2741,180,260,2.807,180,300,6.62,0.1,-0.013,Sample-2741_image.tif,Sample-2741_image.jpg
Sample-2742,180,260,2.807,180,300,6.62,0.2,0.08,Sample-2742_image.tif,Sample-2742_image.jpg
Sample-2743,180,260,2.807,180,300,8,0.1,-0.01,Sample-2743_image.tif,Sample-2743_image.jpg
Sample-2744,180,260,2.807,180,300,8,0.2,0.096,Sample-2744_image.tif,Sample-2744_image.jpg
Sample-2745,180,260,2.807,180,70,1.3,0.1,-0.085,Sample-2745_image.tif,Sample-2745_image.jpg
Sample-2746,180,260,2.807,180,70,1.3,0.2,0.006,Sample-2746_image.tif,Sample-2746_image.jpg
Sample-2747,180,260,2.807,180,70,1.79,0.1,-0.071,Sample-2747_image.tif,Sample-2747_image.jpg
Sample-2748,180,260,2.807,180,70,1.79,0.2,0.034,Sample-2748_image.tif,Sample-2748_image.jpg
Sample-2749,180,260,2.807,180,70,6.62,0.1,-0.012,Sample-2749_image.tif,Sample-2749_image.jpg
Sample-274,100,180,4.812,150,300,1.3,0.2,0.485,Sample-274_image.tif,Sample-274_image.jpg
Sample-2750,180,260,2.807,180,70,6.62,0.2,0.023,Sample-2750_image.tif,Sample-2750_image.jpg
Sample-2751,180,260,2.807,180,70,8,0.1,-0.046,Sample-2751_image.tif,Sample-2751_image.jpg
Sample-2752,180,260,2.807,180,70,8,0.2,0.038,Sample-2752_image.tif,Sample-2752_image.jpg
Sample-2753,180,260,2.807,70,103,1.3,0.1,-0.108,Sample-2753_image.tif,Sample-2753_image.jpg
Sample-2754,180,260,2.807,70,103,1.3,0.2,0.004,Sample-2754_image.tif,Sample-2754_image.jpg
Sample-2755,180,260,2.807,70,103,1.79,0.1,-0.067,Sample-2755_image.tif,Sample-2755_image.jpg
Sample-2756,180,260,2.807,70,103,1.79,0.2,-0.097,Sample-2756_image.tif,Sample-2756_image.jpg
Sample-2757,180,260,2.807,70,103,6.62,0.1,-0.053,Sample-2757_image.tif,Sample-2757_image.jpg
Sample-2758,180,260,2.807,70,103,6.62,0.2,-0.204,Sample-2758_image.tif,Sample-2758_image.jpg
Sample-2759,180,260,2.807,70,103,8,0.1,-0.047,Sample-2759_image.tif,Sample-2759_image.jpg
Sample-275,100,180,4.812,150,300,1.79,0.1,0.361,Sample-275_image.tif,Sample-275_image.jpg
Sample-2760,180,260,2.807,70,103,8,0.2,0.005,Sample-2760_image.tif,Sample-2760_image.jpg
Sample-2761,180,260,2.807,70,250,1.3,0.1,-0.069,Sample-2761_image.tif,Sample-2761_image.jpg
Sample-2762,180,260,2.807,70,250,1.3,0.2,-0.202,Sample-2762_image.tif,Sample-2762_image.jpg
Sample-2763,180,260,2.807,70,250,1.79,0.1,-0.012,Sample-2763_image.tif,Sample-2763_image.jpg
Sample-2764,180,260,2.807,70,250,1.79,0.2,0.015,Sample-2764_image.tif,Sample-2764_image.jpg
Sample-2765,180,260,2.807,70,250,6.62,0.1,0.035,Sample-2765_image.tif,Sample-2765_image.jpg
Sample-2766,180,260,2.807,70,250,6.62,0.2,-0.253,Sample-2766_image.tif,Sample-2766_image.jpg
Sample-2767,180,260,2.807,70,250,8,0.1,-0.041,Sample-2767_image.tif,Sample-2767_image.jpg
Sample-2768,180,260,2.807,70,250,8,0.2,-0.137,Sample-2768_image.tif,Sample-2768_image.jpg
Sample-2769,180,260,2.807,70,300,1.3,0.1,-0.08,Sample-2769_image.tif,Sample-2769_image.jpg
Sample-276,100,180,4.812,150,300,1.79,0.2,0.297,Sample-276_image.tif,Sample-276_image.jpg
Sample-2770,180,260,2.807,70,300,1.3,0.2,-0.239,Sample-2770_image.tif,Sample-2770_image.jpg
Sample-2771,180,260,2.807,70,300,1.79,0.1,-0.067,Sample-2771_image.tif,Sample-2771_image.jpg
Sample-2772,180,260,2.807,70,300,1.79,0.2,-0.245,Sample-2772_image.tif,Sample-2772_image.jpg
Sample-2773,180,260,2.807,70,300,6.62,0.1,-0.022,Sample-2773_image.tif,Sample-2773_image.jpg
Sample-2774,180,260,2.807,70,300,6.62,0.2,-0.305,Sample-2774_image.tif,Sample-2774_image.jpg
Sample-2775,180,260,2.807,70,300,8,0.1,-0.039,Sample-2775_image.tif,Sample-2775_image.jpg
Sample-2776,180,260,2.807,70,300,8,0.2,-0.329,Sample-2776_image.tif,Sample-2776_image.jpg
Sample-2777,180,260,2.807,70,70,1.3,0.1,-0.124,Sample-2777_image.tif,Sample-2777_image.jpg
Sample-2778,180,260,2.807,70,70,1.3,0.2,-0.062,Sample-2778_image.tif,Sample-2778_image.jpg
Sample-2779,180,260,2.807,70,70,1.79,0.1,-0.106,Sample-2779_image.tif,Sample-2779_image.jpg
Sample-277,100,180,4.812,150,300,6.62,0.1,0.226,Sample-277_image.tif,Sample-277_image.jpg
Sample-2780,180,260,2.807,70,70,1.79,0.2,-0.166,Sample-2780_image.tif,Sample-2780_image.jpg
Sample-2781,180,260,2.807,70,70,6.62,0.1,-0.129,Sample-2781_image.tif,Sample-2781_image.jpg
Sample-2782,180,260,2.807,70,70,6.62,0.2,-0.034,Sample-2782_image.tif,Sample-2782_image.jpg
Sample-2783,180,260,2.807,70,70,8,0.1,-0.141,Sample-2783_image.tif,Sample-2783_image.jpg
Sample-2784,180,260,2.807,70,70,8,0.2,-0.017,Sample-2784_image.tif,Sample-2784_image.jpg
Sample-2785,180,260,2.807,90,103,1.3,0.1,-0.072,Sample-2785_image.tif,Sample-2785_image.jpg
Sample-2786,180,260,2.807,90,103,1.3,0.2,0.019,Sample-2786_image.tif,Sample-2786_image.jpg
Sample-2787,180,260,2.807,90,103,1.79,0.1,-0.086,Sample-2787_image.tif,Sample-2787_image.jpg
Sample-2788,180,260,2.807,90,103,1.79,0.2,-0.005,Sample-2788_image.tif,Sample-2788_image.jpg
Sample-2789,180,260,2.807,90,103,6.62,0.1,-0.135,Sample-2789_image.tif,Sample-2789_image.jpg
Sample-278,100,180,4.812,150,300,6.62,0.2,0.043,Sample-278_image.tif,Sample-278_image.jpg
Sample-2790,180,260,2.807,90,103,6.62,0.2,-0.088,Sample-2790_image.tif,Sample-2790_image.jpg
Sample-2791,180,260,2.807,90,103,8,0.1,-0.075,Sample-2791_image.tif,Sample-2791_image.jpg
Sample-2792,180,260,2.807,90,103,8,0.2,0.023,Sample-2792_image.tif,Sample-2792_image.jpg
Sample-2793,180,260,2.807,90,250,1.3,0.1,-0.081,Sample-2793_image.tif,Sample-2793_image.jpg
Sample-2794,180,260,2.807,90,250,1.3,0.2,-0.018,Sample-2794_image.tif,Sample-2794_image.jpg
Sample-2795,180,260,2.807,90,250,1.79,0.1,-0.012,Sample-2795_image.tif,Sample-2795_image.jpg
Sample-2796,180,260,2.807,90,250,1.79,0.2,0.004,Sample-2796_image.tif,Sample-2796_image.jpg
Sample-2797,180,260,2.807,90,250,6.62,0.1,0.017,Sample-2797_image.tif,Sample-2797_image.jpg
Sample-2798,180,260,2.807,90,250,6.62,0.2,-0.21,Sample-2798_image.tif,Sample-2798_image.jpg
Sample-2799,180,260,2.807,90,250,8,0.1,-0.103,Sample-2799_image.tif,Sample-2799_image.jpg
Sample-279,100,180,4.812,150,300,8,0.1,0.239,Sample-279_image.tif,Sample-279_image.jpg
Sample-27,100,180,2.807,150,70,1.79,0.1,0.212,Sample-27_image.tif,Sample-27_image.jpg
Sample-2800,180,260,2.807,90,250,8,0.2,-0.036,Sample-2800_image.tif,Sample-2800_image.jpg
Sample-2801,180,260,2.807,90,300,1.3,0.1,0,Sample-2801_image.tif,Sample-2801_image.jpg
Sample-2802,180,260,2.807,90,300,1.3,0.2,0.011,Sample-2802_image.tif,Sample-2802_image.jpg
Sample-2803,180,260,2.807,90,300,1.79,0.1,-0.086,Sample-2803_image.tif,Sample-2803_image.jpg
Sample-2804,180,260,2.807,90,300,1.79,0.2,-0.234,Sample-2804_image.tif,Sample-2804_image.jpg
Sample-2805,180,260,2.807,90,300,6.62,0.1,-0.088,Sample-2805_image.tif,Sample-2805_image.jpg
Sample-2806,180,260,2.807,90,300,6.62,0.2,-0.171,Sample-2806_image.tif,Sample-2806_image.jpg
Sample-2807,180,260,2.807,90,300,8,0.1,-0.044,Sample-2807_image.tif,Sample-2807_image.jpg
Sample-2808,180,260,2.807,90,300,8,0.2,-0.092,Sample-2808_image.tif,Sample-2808_image.jpg
Sample-2809,180,260,2.807,90,70,1.3,0.1,-0.164,Sample-2809_image.tif,Sample-2809_image.jpg
Sample-280,100,180,4.812,150,300,8,0.2,0.361,Sample-280_image.tif,Sample-280_image.jpg
Sample-2810,180,260,2.807,90,70,1.3,0.2,-0.03,Sample-2810_image.tif,Sample-2810_image.jpg
Sample-2811,180,260,2.807,90,70,1.79,0.1,-0.154,Sample-2811_image.tif,Sample-2811_image.jpg
Sample-2812,180,260,2.807,90,70,1.79,0.2,-0.022,Sample-2812_image.tif,Sample-2812_image.jpg
Sample-2813,180,260,2.807,90,70,6.62,0.1,-0.139,Sample-2813_image.tif,Sample-2813_image.jpg
Sample-2814,180,260,2.807,90,70,6.62,0.2,-0.163,Sample-2814_image.tif,Sample-2814_image.jpg
Sample-2815,180,260,2.807,90,70,8,0.1,-0.134,Sample-2815_image.tif,Sample-2815_image.jpg
Sample-2816,180,260,2.807,90,70,8,0.2,-0.104,Sample-2816_image.tif,Sample-2816_image.jpg
Sample-2817,180,260,3.88,150,103,1.3,0.1,-0.075,Sample-2817_image.tif,Sample-2817_image.jpg
Sample-2818,180,260,3.88,150,103,1.3,0.2,0.009,Sample-2818_image.tif,Sample-2818_image.jpg
Sample-2819,180,260,3.88,150,103,1.79,0.1,-0.061,Sample-2819_image.tif,Sample-2819_image.jpg
Sample-281,100,180,4.812,150,70,1.3,0.1,0.206,Sample-281_image.tif,Sample-281_image.jpg
Sample-2820,180,260,3.88,150,103,1.79,0.2,-0.096,Sample-2820_image.tif,Sample-2820_image.jpg
Sample-2821,180,260,3.88,150,103,6.62,0.1,-0.06,Sample-2821_image.tif,Sample-2821_image.jpg
Sample-2822,180,260,3.88,150,103,6.62,0.2,-0.035,Sample-2822_image.tif,Sample-2822_image.jpg
Sample-2823,180,260,3.88,150,103,8,0.1,-0.057,Sample-2823_image.tif,Sample-2823_image.jpg
Sample-2824,180,260,3.88,150,103,8,0.2,-0.033,Sample-2824_image.tif,Sample-2824_image.jpg
Sample-2825,180,260,3.88,150,250,1.3,0.1,-0.01,Sample-2825_image.tif,Sample-2825_image.jpg
Sample-2826,180,260,3.88,150,250,1.3,0.2,0.011,Sample-2826_image.tif,Sample-2826_image.jpg
Sample-2827,180,260,3.88,150,250,1.79,0.1,-0.068,Sample-2827_image.tif,Sample-2827_image.jpg
Sample-2828,180,260,3.88,150,250,1.79,0.2,0.085,Sample-2828_image.tif,Sample-2828_image.jpg
Sample-2829,180,260,3.88,150,250,6.62,0.1,0.033,Sample-2829_image.tif,Sample-2829_image.jpg
Sample-282,100,180,4.812,150,70,1.3,0.2,0.439,Sample-282_image.tif,Sample-282_image.jpg
Sample-2830,180,260,3.88,150,250,6.62,0.2,-0.106,Sample-2830_image.tif,Sample-2830_image.jpg
Sample-2831,180,260,3.88,150,250,8,0.1,-0.039,Sample-2831_image.tif,Sample-2831_image.jpg
Sample-2832,180,260,3.88,150,250,8,0.2,0.03,Sample-2832_image.tif,Sample-2832_image.jpg
Sample-2833,180,260,3.88,150,300,1.3,0.1,-0.031,Sample-2833_image.tif,Sample-2833_image.jpg
Sample-2834,180,260,3.88,150,300,1.3,0.2,-0.103,Sample-2834_image.tif,Sample-2834_image.jpg
Sample-2835,180,260,3.88,150,300,1.79,0.1,-0.05,Sample-2835_image.tif,Sample-2835_image.jpg
Sample-2836,180,260,3.88,150,300,1.79,0.2,0.047,Sample-2836_image.tif,Sample-2836_image.jpg
Sample-2837,180,260,3.88,150,300,6.62,0.1,-0.004,Sample-2837_image.tif,Sample-2837_image.jpg
Sample-2838,180,260,3.88,150,300,6.62,0.2,0.024,Sample-2838_image.tif,Sample-2838_image.jpg
Sample-2839,180,260,3.88,150,300,8,0.1,0.017,Sample-2839_image.tif,Sample-2839_image.jpg
Sample-283,100,180,4.812,150,70,1.79,0.1,0.208,Sample-283_image.tif,Sample-283_image.jpg
Sample-2840,180,260,3.88,150,300,8,0.2,0.147,Sample-2840_image.tif,Sample-2840_image.jpg
Sample-2841,180,260,3.88,150,70,1.3,0.1,-0.056,Sample-2841_image.tif,Sample-2841_image.jpg
Sample-2842,180,260,3.88,150,70,1.3,0.2,0.003,Sample-2842_image.tif,Sample-2842_image.jpg
Sample-2843,180,260,3.88,150,70,1.79,0.1,-0.066,Sample-2843_image.tif,Sample-2843_image.jpg
Sample-2844,180,260,3.88,150,70,1.79,0.2,0.006,Sample-2844_image.tif,Sample-2844_image.jpg
Sample-2845,180,260,3.88,150,70,6.62,0.1,-0.051,Sample-2845_image.tif,Sample-2845_image.jpg
Sample-2846,180,260,3.88,150,70,6.62,0.2,0.007,Sample-2846_image.tif,Sample-2846_image.jpg
Sample-2847,180,260,3.88,150,70,8,0.1,-0.102,Sample-2847_image.tif,Sample-2847_image.jpg
Sample-2848,180,260,3.88,150,70,8,0.2,0.02,Sample-2848_image.tif,Sample-2848_image.jpg
Sample-2849,180,260,3.88,180,103,1.3,0.1,-0.014,Sample-2849_image.tif,Sample-2849_image.jpg
Sample-284,100,180,4.812,150,70,1.79,0.2,0.413,Sample-284_image.tif,Sample-284_image.jpg
Sample-2850,180,260,3.88,180,103,1.3,0.2,0.023,Sample-2850_image.tif,Sample-2850_image.jpg
Sample-2851,180,260,3.88,180,103,1.79,0.1,-0.039,Sample-2851_image.tif,Sample-2851_image.jpg
Sample-2852,180,260,3.88,180,103,1.79,0.2,0.029,Sample-2852_image.tif,Sample-2852_image.jpg
Sample-2853,180,260,3.88,180,103,6.62,0.1,0.019,Sample-2853_image.tif,Sample-2853_image.jpg
Sample-2854,180,260,3.88,180,103,6.62,0.2,-0.096,Sample-2854_image.tif,Sample-2854_image.jpg
Sample-2855,180,260,3.88,180,103,8,0.1,0.03,Sample-2855_image.tif,Sample-2855_image.jpg
Sample-2856,180,260,3.88,180,103,8,0.2,0.023,Sample-2856_image.tif,Sample-2856_image.jpg
Sample-2857,180,260,3.88,180,250,1.3,0.1,-0.047,Sample-2857_image.tif,Sample-2857_image.jpg
Sample-2858,180,260,3.88,180,250,1.3,0.2,-0.056,Sample-2858_image.tif,Sample-2858_image.jpg
Sample-2859,180,260,3.88,180,250,1.79,0.1,-0.003,Sample-2859_image.tif,Sample-2859_image.jpg
Sample-285,100,180,4.812,150,70,6.62,0.1,0.267,Sample-285_image.tif,Sample-285_image.jpg
Sample-2860,180,260,3.88,180,250,1.79,0.2,0.155,Sample-2860_image.tif,Sample-2860_image.jpg
Sample-2861,180,260,3.88,180,250,6.62,0.1,-0.005,Sample-2861_image.tif,Sample-2861_image.jpg
Sample-2862,180,260,3.88,180,250,6.62,0.2,0.002,Sample-2862_image.tif,Sample-2862_image.jpg
Sample-2863,180,260,3.88,180,250,8,0.1,0.009,Sample-2863_image.tif,Sample-2863_image.jpg
Sample-2864,180,260,3.88,180,250,8,0.2,-0.059,Sample-2864_image.tif,Sample-2864_image.jpg
Sample-2865,180,260,3.88,180,300,1.3,0.1,0.007,Sample-2865_image.tif,Sample-2865_image.jpg
Sample-2866,180,260,3.88,180,300,1.3,0.2,0.155,Sample-2866_image.tif,Sample-2866_image.jpg
Sample-2867,180,260,3.88,180,300,1.79,0.1,-0.028,Sample-2867_image.tif,Sample-2867_image.jpg
Sample-2868,180,260,3.88,180,300,1.79,0.2,0.167,Sample-2868_image.tif,Sample-2868_image.jpg
Sample-2869,180,260,3.88,180,300,6.62,0.1,0.021,Sample-2869_image.tif,Sample-2869_image.jpg
Sample-286,100,180,4.812,150,70,6.62,0.2,0.433,Sample-286_image.tif,Sample-286_image.jpg
Sample-2870,180,260,3.88,180,300,6.62,0.2,-0.08,Sample-2870_image.tif,Sample-2870_image.jpg
Sample-2871,180,260,3.88,180,300,8,0.1,0.07,Sample-2871_image.tif,Sample-2871_image.jpg
Sample-2872,180,260,3.88,180,300,8,0.2,0.083,Sample-2872_image.tif,Sample-2872_image.jpg
Sample-2873,180,260,3.88,180,70,1.3,0.1,-0.062,Sample-2873_image.tif,Sample-2873_image.jpg
Sample-2874,180,260,3.88,180,70,1.3,0.2,0.05,Sample-2874_image.tif,Sample-2874_image.jpg
Sample-2875,180,260,3.88,180,70,1.79,0.1,0,Sample-2875_image.tif,Sample-2875_image.jpg
Sample-2876,180,260,3.88,180,70,1.79,0.2,0.055,Sample-2876_image.tif,Sample-2876_image.jpg
Sample-2877,180,260,3.88,180,70,6.62,0.1,-0.024,Sample-2877_image.tif,Sample-2877_image.jpg
Sample-2878,180,260,3.88,180,70,6.62,0.2,0.014,Sample-2878_image.tif,Sample-2878_image.jpg
Sample-2879,180,260,3.88,180,70,8,0.1,0.006,Sample-2879_image.tif,Sample-2879_image.jpg
Sample-287,100,180,4.812,150,70,8,0.1,0.216,Sample-287_image.tif,Sample-287_image.jpg
Sample-2880,180,260,3.88,180,70,8,0.2,0.116,Sample-2880_image.tif,Sample-2880_image.jpg
Sample-2881,180,260,3.88,70,103,1.3,0.1,-0.091,Sample-2881_image.tif,Sample-2881_image.jpg
Sample-2882,180,260,3.88,70,103,1.3,0.2,0.043,Sample-2882_image.tif,Sample-2882_image.jpg
Sample-2883,180,260,3.88,70,103,1.79,0.1,-0.15,Sample-2883_image.tif,Sample-2883_image.jpg
Sample-2884,180,260,3.88,70,103,1.79,0.2,-0.187,Sample-2884_image.tif,Sample-2884_image.jpg
Sample-2885,180,260,3.88,70,103,6.62,0.1,-0.086,Sample-2885_image.tif,Sample-2885_image.jpg
Sample-2886,180,260,3.88,70,103,6.62,0.2,0.067,Sample-2886_image.tif,Sample-2886_image.jpg
Sample-2887,180,260,3.88,70,103,8,0.1,-0.085,Sample-2887_image.tif,Sample-2887_image.jpg
Sample-2888,180,260,3.88,70,103,8,0.2,0.005,Sample-2888_image.tif,Sample-2888_image.jpg
Sample-2889,180,260,3.88,70,250,1.3,0.1,-0.024,Sample-2889_image.tif,Sample-2889_image.jpg
Sample-288,100,180,4.812,150,70,8,0.2,0.438,Sample-288_image.tif,Sample-288_image.jpg
Sample-2890,180,260,3.88,70,250,1.3,0.2,-0.14,Sample-2890_image.tif,Sample-2890_image.jpg
Sample-2891,180,260,3.88,70,250,1.79,0.1,-0.066,Sample-2891_image.tif,Sample-2891_image.jpg
Sample-2892,180,260,3.88,70,250,1.79,0.2,-0.084,Sample-2892_image.tif,Sample-2892_image.jpg
Sample-2893,180,260,3.88,70,250,6.62,0.1,0.016,Sample-2893_image.tif,Sample-2893_image.jpg
Sample-2894,180,260,3.88,70,250,6.62,0.2,-0.296,Sample-2894_image.tif,Sample-2894_image.jpg
Sample-2895,180,260,3.88,70,250,8,0.1,0.017,Sample-2895_image.tif,Sample-2895_image.jpg
Sample-2896,180,260,3.88,70,250,8,0.2,-0.148,Sample-2896_image.tif,Sample-2896_image.jpg
Sample-2897,180,260,3.88,70,300,1.3,0.1,0.013,Sample-2897_image.tif,Sample-2897_image.jpg
Sample-2898,180,260,3.88,70,300,1.3,0.2,0.006,Sample-2898_image.tif,Sample-2898_image.jpg
Sample-2899,180,260,3.88,70,300,1.79,0.1,-0.053,Sample-2899_image.tif,Sample-2899_image.jpg
Sample-289,100,180,4.812,180,103,1.3,0.1,0.069,Sample-289_image.tif,Sample-289_image.jpg
Sample-28,100,180,2.807,150,70,1.79,0.2,0.324,Sample-28_image.tif,Sample-28_image.jpg
Sample-2900,180,260,3.88,70,300,1.79,0.2,-0.089,Sample-2900_image.tif,Sample-2900_image.jpg
Sample-2901,180,260,3.88,70,300,6.62,0.1,-0.058,Sample-2901_image.tif,Sample-2901_image.jpg
