id,MoE-Inner-Warp,MoE-Inner-Weft,SM-Inner,MoE-Outer-Warp,MoE-Outer-Weft,SM-Outer,Friction Coefficient,Axial Load,Pre-strain,sample,Bunching (mm),image-front,image-s1,image-s2
2853,180,260,3.88,70,70,1.79,0.14,6.60E-05,Outside jacket 0.5%,sample-3381,10.06762842,sample-3381_FrontView.jpg,sample-3381_SideView_1.jpg,sample-3381_SideView_2.jpg
2854,180,260,3.88,70,70,1.79,0.2,3.00E-05,Inside jacket 1.6%,sample-3382,10.43988369,sample-3382_FrontView.jpg,sample-3382_SideView_1.jpg,sample-3382_SideView_2.jpg
2855,180,260,3.88,70,70,1.79,0.2,3.00E-05,Inside jacket 0.44%,sample-3383,0.456537056,sample-3383_FrontView.jpg,sample-3383_SideView_1.jpg,sample-3383_SideView_2.jpg
2856,180,260,3.88,70,70,1.79,0.2,3.00E-05,Outside jacket 0.5%,sample-3384,6.321054599,sample-3384_FrontView.jpg,sample-3384_SideView_1.jpg,sample-3384_SideView_2.jpg
2857,180,260,3.88,70,70,1.79,0.2,6.60E-05,Inside jacket 1.6%,sample-3385,11.83756968,sample-3385_FrontView.jpg,sample-3385_SideView_1.jpg,sample-3385_SideView_2.jpg
2858,180,260,3.88,70,70,1.79,0.2,6.60E-05,Inside jacket 0.44%,sample-3386,0.530257182,sample-3386_FrontView.jpg,sample-3386_SideView_1.jpg,sample-3386_SideView_2.jpg
2859,180,260,3.88,70,70,1.79,0.2,6.60E-05,Outside jacket 0.5%,sample-3387,6.09818092,sample-3387_FrontView.jpg,sample-3387_SideView_1.jpg,sample-3387_SideView_2.jpg
2860,180,260,3.88,90,103,0.484,0.14,3.00E-05,Inside jacket 1.6%,sample-3388,13.11879368,sample-3388_FrontView.jpg,sample-3388_SideView_1.jpg,sample-3388_SideView_2.jpg
2861,180,260,3.88,90,103,0.484,0.14,3.00E-05,Inside jacket 0.44%,sample-3389,0.533695904,sample-3389_FrontView.jpg,sample-3389_SideView_1.jpg,sample-3389_SideView_2.jpg
2862,180,260,3.88,90,103,0.484,0.14,3.00E-05,Outside jacket 0.5%,sample-3390,9.734420746,sample-3390_FrontView.jpg,sample-3390_SideView_1.jpg,sample-3390_SideView_2.jpg
2863,180,260,3.88,90,103,0.484,0.14,6.60E-05,Inside jacket 1.6%,sample-3391,10.50455801,sample-3391_FrontView.jpg,sample-3391_SideView_1.jpg,sample-3391_SideView_2.jpg
2864,180,260,3.88,90,103,0.484,0.14,6.60E-05,Inside jacket 0.44%,sample-3392,0.548435508,sample-3392_FrontView.jpg,sample-3392_SideView_1.jpg,sample-3392_SideView_2.jpg
2865,180,260,3.88,90,103,0.484,0.14,6.60E-05,Outside jacket 0.5%,sample-3393,7.36825642,sample-3393_FrontView.jpg,sample-3393_SideView_1.jpg,sample-3393_SideView_2.jpg
2866,180,260,3.88,90,103,0.484,0.2,3.00E-05,Inside jacket 1.6%,sample-3394,7.11397283,sample-3394_FrontView.jpg,sample-3394_SideView_1.jpg,sample-3394_SideView_2.jpg
2867,180,260,3.88,90,103,0.484,0.2,3.00E-05,Inside jacket 0.44%,sample-3395,0.483943926,sample-3395_FrontView.jpg,sample-3395_SideView_1.jpg,sample-3395_SideView_2.jpg
2868,180,260,3.88,90,103,0.484,0.2,3.00E-05,Outside jacket 0.5%,sample-3396,5.797960208,sample-3396_FrontView.jpg,sample-3396_SideView_1.jpg,sample-3396_SideView_2.jpg
2869,180,260,3.88,90,103,0.484,0.2,6.60E-05,Inside jacket 1.6%,sample-3397,10.21595952,sample-3397_FrontView.jpg,sample-3397_SideView_1.jpg,sample-3397_SideView_2.jpg
2870,180,260,3.88,90,103,0.484,0.2,6.60E-05,Inside jacket 0.44%,sample-3398,0.50671109,sample-3398_FrontView.jpg,sample-3398_SideView_1.jpg,sample-3398_SideView_2.jpg
2871,180,260,3.88,90,103,0.484,0.2,6.60E-05,Outside jacket 0.5%,sample-3399,7.634264436,sample-3399_FrontView.jpg,sample-3399_SideView_1.jpg,sample-3399_SideView_2.jpg
2872,180,260,3.88,90,103,1.79,0.14,3.00E-05,Inside jacket 1.6%,sample-3400,11.13921449,sample-3400_FrontView.jpg,sample-3400_SideView_1.jpg,sample-3400_SideView_2.jpg
2873,180,260,3.88,90,103,1.79,0.14,3.00E-05,Inside jacket 0.44%,sample-3401,0.521554594,sample-3401_FrontView.jpg,sample-3401_SideView_1.jpg,sample-3401_SideView_2.jpg
2874,180,260,3.88,90,103,1.79,0.14,3.00E-05,Outside jacket 0.5%,sample-3402,9.308327835,sample-3402_FrontView.jpg,sample-3402_SideView_1.jpg,sample-3402_SideView_2.jpg
2875,180,260,3.88,90,103,1.79,0.14,6.60E-05,Inside jacket 1.6%,sample-3403,19.41595591,sample-3403_FrontView.jpg,sample-3403_SideView_1.jpg,sample-3403_SideView_2.jpg
2876,180,260,3.88,90,103,1.79,0.14,6.60E-05,Inside jacket 0.44%,sample-3404,0.508688248,sample-3404_FrontView.jpg,sample-3404_SideView_1.jpg,sample-3404_SideView_2.jpg
2877,180,260,3.88,90,103,1.79,0.14,6.60E-05,Outside jacket 0.5%,sample-3405,7.690115485,sample-3405_FrontView.jpg,sample-3405_SideView_1.jpg,sample-3405_SideView_2.jpg
2878,180,260,3.88,90,103,1.79,0.2,3.00E-05,Inside jacket 1.6%,sample-3406,7.850936731,sample-3406_FrontView.jpg,sample-3406_SideView_1.jpg,sample-3406_SideView_2.jpg
2879,180,260,3.88,90,103,1.79,0.2,3.00E-05,Inside jacket 0.44%,sample-3407,0.516966897,sample-3407_FrontView.jpg,sample-3407_SideView_1.jpg,sample-3407_SideView_2.jpg
2880,180,260,3.88,90,103,1.79,0.2,3.00E-05,Outside jacket 0.5%,sample-3408,4.445772088,sample-3408_FrontView.jpg,sample-3408_SideView_1.jpg,sample-3408_SideView_2.jpg
2881,180,260,3.88,90,103,1.79,0.2,6.60E-05,Inside jacket 1.6%,sample-3409,8.796416123,sample-3409_FrontView.jpg,sample-3409_SideView_1.jpg,sample-3409_SideView_2.jpg
2882,180,260,3.88,90,103,1.79,0.2,6.60E-05,Inside jacket 0.44%,sample-3410,0.484546764,sample-3410_FrontView.jpg,sample-3410_SideView_1.jpg,sample-3410_SideView_2.jpg
2883,180,260,3.88,90,103,1.79,0.2,6.60E-05,Outside jacket 0.5%,sample-3411,4.981862742,sample-3411_FrontView.jpg,sample-3411_SideView_1.jpg,sample-3411_SideView_2.jpg
2884,180,260,3.88,90,250,0.484,0.14,3.00E-05,Inside jacket 1.6%,sample-3412,17.26131949,sample-3412_FrontView.jpg,sample-3412_SideView_1.jpg,sample-3412_SideView_2.jpg
2885,180,260,3.88,90,250,0.484,0.14,3.00E-05,Inside jacket 0.44%,sample-3413,0.77692957,sample-3413_FrontView.jpg,sample-3413_SideView_1.jpg,sample-3413_SideView_2.jpg
2886,180,260,3.88,90,250,0.484,0.14,3.00E-05,Outside jacket 0.5%,sample-3414,4.066769354,sample-3414_FrontView.jpg,sample-3414_SideView_1.jpg,sample-3414_SideView_2.jpg
2887,180,260,3.88,90,250,0.484,0.14,6.60E-05,Inside jacket 1.6%,sample-3415,15.35630729,sample-3415_FrontView.jpg,sample-3415_SideView_1.jpg,sample-3415_SideView_2.jpg
2888,180,260,3.88,90,250,0.484,0.14,6.60E-05,Inside jacket 0.44%,sample-3416,0.739687967,sample-3416_FrontView.jpg,sample-3416_SideView_1.jpg,sample-3416_SideView_2.jpg
2889,180,260,3.88,90,250,0.484,0.14,6.60E-05,Outside jacket 0.5%,sample-3417,2.977311813,sample-3417_FrontView.jpg,sample-3417_SideView_1.jpg,sample-3417_SideView_2.jpg
2890,180,260,3.88,90,250,0.484,0.2,3.00E-05,Inside jacket 1.6%,sample-3418,35.44043218,sample-3418_FrontView.jpg,sample-3418_SideView_1.jpg,sample-3418_SideView_2.jpg
2891,180,260,3.88,90,250,0.484,0.2,3.00E-05,Inside jacket 0.44%,sample-3419,3.069646491,sample-3419_FrontView.jpg,sample-3419_SideView_1.jpg,sample-3419_SideView_2.jpg
2892,180,260,3.88,90,250,0.484,0.2,3.00E-05,Outside jacket 0.5%,sample-3420,4.588909434,sample-3420_FrontView.jpg,sample-3420_SideView_1.jpg,sample-3420_SideView_2.jpg
2893,180,260,3.88,90,250,0.484,0.2,6.60E-05,Inside jacket 1.6%,sample-3421,25.21785109,sample-3421_FrontView.jpg,sample-3421_SideView_1.jpg,sample-3421_SideView_2.jpg
2894,180,260,3.88,90,250,0.484,0.2,6.60E-05,Inside jacket 0.44%,sample-3422,2.848530802,sample-3422_FrontView.jpg,sample-3422_SideView_1.jpg,sample-3422_SideView_2.jpg
2895,180,260,3.88,90,250,0.484,0.2,6.60E-05,Outside jacket 0.5%,sample-3423,4.322395798,sample-3423_FrontView.jpg,sample-3423_SideView_1.jpg,sample-3423_SideView_2.jpg
2896,180,260,3.88,90,250,1.79,0.14,3.00E-05,Inside jacket 1.6%,sample-3424,18.27395611,sample-3424_FrontView.jpg,sample-3424_SideView_1.jpg,sample-3424_SideView_2.jpg
2897,180,260,3.88,90,250,1.79,0.14,3.00E-05,Inside jacket 0.44%,sample-3425,0.509638951,sample-3425_FrontView.jpg,sample-3425_SideView_1.jpg,sample-3425_SideView_2.jpg
2898,180,260,3.88,90,250,1.79,0.14,3.00E-05,Outside jacket 0.5%,sample-3426,3.385215353,sample-3426_FrontView.jpg,sample-3426_SideView_1.jpg,sample-3426_SideView_2.jpg
2899,180,260,3.88,90,250,1.79,0.14,6.60E-05,Inside jacket 1.6%,sample-3427,31.15687768,sample-3427_FrontView.jpg,sample-3427_SideView_1.jpg,sample-3427_SideView_2.jpg
2900,180,260,3.88,90,250,1.79,0.14,6.60E-05,Inside jacket 0.44%,sample-3428,0.69630986,sample-3428_FrontView.jpg,sample-3428_SideView_1.jpg,sample-3428_SideView_2.jpg
2901,180,260,3.88,90,250,1.79,0.14,6.60E-05,Outside jacket 0.5%,sample-3429,3.460509536,sample-3429_FrontView.jpg,sample-3429_SideView_1.jpg,sample-3429_SideView_2.jpg
2902,180,260,3.88,90,250,1.79,0.2,3.00E-05,Inside jacket 1.6%,sample-3430,26.58585542,sample-3430_FrontView.jpg,sample-3430_SideView_1.jpg,sample-3430_SideView_2.jpg
2903,180,260,3.88,90,250,1.79,0.2,3.00E-05,Inside jacket 0.44%,sample-3431,3.730759121,sample-3431_FrontView.jpg,sample-3431_SideView_1.jpg,sample-3431_SideView_2.jpg
2904,180,260,3.88,90,250,1.79,0.2,3.00E-05,Outside jacket 0.5%,sample-3432,4.411302912,sample-3432_FrontView.jpg,sample-3432_SideView_1.jpg,sample-3432_SideView_2.jpg
2905,180,260,3.88,90,250,1.79,0.2,6.60E-05,Inside jacket 1.6%,sample-3433,20.51532052,sample-3433_FrontView.jpg,sample-3433_SideView_1.jpg,sample-3433_SideView_2.jpg
2906,180,260,3.88,90,250,1.79,0.2,6.60E-05,Inside jacket 0.44%,sample-3434,5.762577586,sample-3434_FrontView.jpg,sample-3434_SideView_1.jpg,sample-3434_SideView_2.jpg
2907,180,260,3.88,90,250,1.79,0.2,6.60E-05,Outside jacket 0.5%,sample-3435,3.976030826,sample-3435_FrontView.jpg,sample-3435_SideView_1.jpg,sample-3435_SideView_2.jpg
2908,180,260,3.88,90,70,0.484,0.14,3.00E-05,Inside jacket 1.6%,sample-3436,14.58720425,sample-3436_FrontView.jpg,sample-3436_SideView_1.jpg,sample-3436_SideView_2.jpg
2909,180,260,3.88,90,70,0.484,0.14,3.00E-05,Inside jacket 0.44%,sample-3437,0.478406534,sample-3437_FrontView.jpg,sample-3437_SideView_1.jpg,sample-3437_SideView_2.jpg
2910,180,260,3.88,90,70,0.484,0.14,3.00E-05,Outside jacket 0.5%,sample-3438,11.70448111,sample-3438_FrontView.jpg,sample-3438_SideView_1.jpg,sample-3438_SideView_2.jpg
2911,180,260,3.88,90,70,0.484,0.14,6.60E-05,Inside jacket 1.6%,sample-3439,14.06127659,sample-3439_FrontView.jpg,sample-3439_SideView_1.jpg,sample-3439_SideView_2.jpg
2912,180,260,3.88,90,70,0.484,0.14,6.60E-05,Inside jacket 0.44%,sample-3440,0.44609378,sample-3440_FrontView.jpg,sample-3440_SideView_1.jpg,sample-3440_SideView_2.jpg
2913,180,260,3.88,90,70,0.484,0.14,6.60E-05,Outside jacket 0.5%,sample-3441,9.122044941,sample-3441_FrontView.jpg,sample-3441_SideView_1.jpg,sample-3441_SideView_2.jpg
2914,180,260,3.88,90,70,0.484,0.2,3.00E-05,Inside jacket 1.6%,sample-3442,8.068033202,sample-3442_FrontView.jpg,sample-3442_SideView_1.jpg,sample-3442_SideView_2.jpg
2915,180,260,3.88,90,70,0.484,0.2,3.00E-05,Inside jacket 0.44%,sample-3443,0.496496961,sample-3443_FrontView.jpg,sample-3443_SideView_1.jpg,sample-3443_SideView_2.jpg
2916,180,260,3.88,90,70,0.484,0.2,3.00E-05,Outside jacket 0.5%,sample-3444,5.234025159,sample-3444_FrontView.jpg,sample-3444_SideView_1.jpg,sample-3444_SideView_2.jpg
2917,180,260,3.88,90,70,0.484,0.2,6.60E-05,Inside jacket 1.6%,sample-3445,9.477949277,sample-3445_FrontView.jpg,sample-3445_SideView_1.jpg,sample-3445_SideView_2.jpg
2918,180,260,3.88,90,70,0.484,0.2,6.60E-05,Inside jacket 0.44%,sample-3446,0.482834512,sample-3446_FrontView.jpg,sample-3446_SideView_1.jpg,sample-3446_SideView_2.jpg
2919,180,260,3.88,90,70,0.484,0.2,6.60E-05,Outside jacket 0.5%,sample-3447,7.642309346,sample-3447_FrontView.jpg,sample-3447_SideView_1.jpg,sample-3447_SideView_2.jpg
2920,180,260,3.88,90,70,1.79,0.14,3.00E-05,Inside jacket 1.6%,sample-3448,10.61702309,sample-3448_FrontView.jpg,sample-3448_SideView_1.jpg,sample-3448_SideView_2.jpg
2921,180,260,3.88,90,70,1.79,0.14,3.00E-05,Inside jacket 0.44%,sample-3449,0.397120616,sample-3449_FrontView.jpg,sample-3449_SideView_1.jpg,sample-3449_SideView_2.jpg
2922,180,260,3.88,90,70,1.79,0.14,3.00E-05,Outside jacket 0.5%,sample-3450,11.34291772,sample-3450_FrontView.jpg,sample-3450_SideView_1.jpg,sample-3450_SideView_2.jpg
2923,180,260,3.88,90,70,1.79,0.14,6.60E-05,Inside jacket 1.6%,sample-3451,19.22076187,sample-3451_FrontView.jpg,sample-3451_SideView_1.jpg,sample-3451_SideView_2.jpg
2924,180,260,3.88,90,70,1.79,0.14,6.60E-05,Inside jacket 0.44%,sample-3452,0.474032554,sample-3452_FrontView.jpg,sample-3452_SideView_1.jpg,sample-3452_SideView_2.jpg
2925,180,260,3.88,90,70,1.79,0.14,6.60E-05,Outside jacket 0.5%,sample-3453,13.76483488,sample-3453_FrontView.jpg,sample-3453_SideView_1.jpg,sample-3453_SideView_2.jpg
2926,180,260,3.88,90,70,1.79,0.2,3.00E-05,Inside jacket 1.6%,sample-3454,8.471049836,sample-3454_FrontView.jpg,sample-3454_SideView_1.jpg,sample-3454_SideView_2.jpg
2927,180,260,3.88,90,70,1.79,0.2,3.00E-05,Inside jacket 0.44%,sample-3455,0.580032144,sample-3455_FrontView.jpg,sample-3455_SideView_1.jpg,sample-3455_SideView_2.jpg
2928,180,260,3.88,90,70,1.79,0.2,3.00E-05,Outside jacket 0.5%,sample-3456,6.143876727,sample-3456_FrontView.jpg,sample-3456_SideView_1.jpg,sample-3456_SideView_2.jpg
2929,180,260,3.88,90,70,1.79,0.2,6.60E-05,Inside jacket 1.6%,sample-3457,9.530149868,sample-3457_FrontView.jpg,sample-3457_SideView_1.jpg,sample-3457_SideView_2.jpg
2930,180,260,3.88,90,70,1.79,0.2,6.60E-05,Inside jacket 0.44%,sample-3458,0.493061024,sample-3458_FrontView.jpg,sample-3458_SideView_1.jpg,sample-3458_SideView_2.jpg
2931,180,260,3.88,90,70,1.79,0.2,6.60E-05,Outside jacket 0.5%,sample-3459,7.262784065,sample-3459_FrontView.jpg,sample-3459_SideView_1.jpg,sample-3459_SideView_2.jpg
2932,180,340,3.128,150,103,0.484,0.14,3.00E-05,Inside jacket 1.6%,sample-3460,7.952225361,sample-3460_FrontView.jpg,sample-3460_SideView_1.jpg,sample-3460_SideView_2.jpg
2933,180,340,3.128,150,103,0.484,0.14,3.00E-05,Inside jacket 0.44%,sample-3461,0.441237969,sample-3461_FrontView.jpg,sample-3461_SideView_1.jpg,sample-3461_SideView_2.jpg
2934,180,340,3.128,150,103,0.484,0.14,3.00E-05,Outside jacket 0.5%,sample-3462,6.563987902,sample-3462_FrontView.jpg,sample-3462_SideView_1.jpg,sample-3462_SideView_2.jpg
2935,180,340,3.128,150,103,0.484,0.14,6.60E-05,Inside jacket 1.6%,sample-3463,4.952346807,sample-3463_FrontView.jpg,sample-3463_SideView_1.jpg,sample-3463_SideView_2.jpg
2936,180,340,3.128,150,103,0.484,0.14,6.60E-05,Inside jacket 0.44%,sample-3464,0.515278627,sample-3464_FrontView.jpg,sample-3464_SideView_1.jpg,sample-3464_SideView_2.jpg
2937,180,340,3.128,150,103,0.484,0.14,6.60E-05,Outside jacket 0.5%,sample-3465,4.948550296,sample-3465_FrontView.jpg,sample-3465_SideView_1.jpg,sample-3465_SideView_2.jpg
2938,180,340,3.128,150,103,0.484,0.2,3.00E-05,Inside jacket 1.6%,sample-3466,15.36670058,sample-3466_FrontView.jpg,sample-3466_SideView_1.jpg,sample-3466_SideView_2.jpg
2939,180,340,3.128,150,103,0.484,0.2,3.00E-05,Inside jacket 0.44%,sample-3467,0.495060932,sample-3467_FrontView.jpg,sample-3467_SideView_1.jpg,sample-3467_SideView_2.jpg
2940,180,340,3.128,150,103,0.484,0.2,3.00E-05,Outside jacket 0.5%,sample-3468,2.083621198,sample-3468_FrontView.jpg,sample-3468_SideView_1.jpg,sample-3468_SideView_2.jpg
2941,180,340,3.128,150,103,0.484,0.2,6.60E-05,Inside jacket 1.6%,sample-3469,12.9080888,sample-3469_FrontView.jpg,sample-3469_SideView_1.jpg,sample-3469_SideView_2.jpg
2942,180,340,3.128,150,103,0.484,0.2,6.60E-05,Inside jacket 0.44%,sample-3470,0.459319725,sample-3470_FrontView.jpg,sample-3470_SideView_1.jpg,sample-3470_SideView_2.jpg
2943,180,340,3.128,150,103,0.484,0.2,6.60E-05,Outside jacket 0.5%,sample-3471,1.891912862,sample-3471_FrontView.jpg,sample-3471_SideView_1.jpg,sample-3471_SideView_2.jpg
2944,180,340,3.128,150,103,1.79,0.14,3.00E-05,Inside jacket 1.6%,sample-3472,17.2011805,sample-3472_FrontView.jpg,sample-3472_SideView_1.jpg,sample-3472_SideView_2.jpg
2945,180,340,3.128,150,103,1.79,0.14,3.00E-05,Inside jacket 0.44%,sample-3473,0.463143752,sample-3473_FrontView.jpg,sample-3473_SideView_1.jpg,sample-3473_SideView_2.jpg
2946,180,340,3.128,150,103,1.79,0.14,3.00E-05,Outside jacket 0.5%,sample-3474,4.383891184,sample-3474_FrontView.jpg,sample-3474_SideView_1.jpg,sample-3474_SideView_2.jpg
2947,180,340,3.128,150,103,1.79,0.14,6.60E-05,Inside jacket 1.6%,sample-3475,5.622762123,sample-3475_FrontView.jpg,sample-3475_SideView_1.jpg,sample-3475_SideView_2.jpg
2948,180,340,3.128,150,103,1.79,0.14,6.60E-05,Inside jacket 0.44%,sample-3476,0.604249202,sample-3476_FrontView.jpg,sample-3476_SideView_1.jpg,sample-3476_SideView_2.jpg
2949,180,340,3.128,150,103,1.79,0.14,6.60E-05,Outside jacket 0.5%,sample-3477,4.30940723,sample-3477_FrontView.jpg,sample-3477_SideView_1.jpg,sample-3477_SideView_2.jpg
2950,180,340,3.128,150,103,1.79,0.2,3.00E-05,Inside jacket 1.6%,sample-3478,12.19636614,sample-3478_FrontView.jpg,sample-3478_SideView_1.jpg,sample-3478_SideView_2.jpg
2951,180,340,3.128,150,103,1.79,0.2,3.00E-05,Inside jacket 0.44%,sample-3479,0.382538794,sample-3479_FrontView.jpg,sample-3479_SideView_1.jpg,sample-3479_SideView_2.jpg
2952,180,340,3.128,150,103,1.79,0.2,3.00E-05,Outside jacket 0.5%,sample-3480,0.422025954,sample-3480_FrontView.jpg,sample-3480_SideView_1.jpg,sample-3480_SideView_2.jpg
2953,180,340,3.128,150,103,1.79,0.2,6.60E-05,Inside jacket 1.6%,sample-3481,14.05561408,sample-3481_FrontView.jpg,sample-3481_SideView_1.jpg,sample-3481_SideView_2.jpg
2954,180,340,3.128,150,103,1.79,0.2,6.60E-05,Inside jacket 0.44%,sample-3482,0.503358722,sample-3482_FrontView.jpg,sample-3482_SideView_1.jpg,sample-3482_SideView_2.jpg
2955,180,340,3.128,150,103,1.79,0.2,6.60E-05,Outside jacket 0.5%,sample-3483,0.45924966,sample-3483_FrontView.jpg,sample-3483_SideView_1.jpg,sample-3483_SideView_2.jpg
2956,180,340,3.128,150,250,0.484,0.14,3.00E-05,Inside jacket 1.6%,sample-3484,11.60712347,sample-3484_FrontView.jpg,sample-3484_SideView_1.jpg,sample-3484_SideView_2.jpg
2957,180,340,3.128,150,250,0.484,0.14,3.00E-05,Inside jacket 0.44%,sample-3485,0.509095372,sample-3485_FrontView.jpg,sample-3485_SideView_1.jpg,sample-3485_SideView_2.jpg
2958,180,340,3.128,150,250,0.484,0.14,3.00E-05,Outside jacket 0.5%,sample-3486,1.076139274,sample-3486_FrontView.jpg,sample-3486_SideView_1.jpg,sample-3486_SideView_2.jpg
2959,180,340,3.128,150,250,0.484,0.14,6.60E-05,Inside jacket 1.6%,sample-3487,7.858458673,sample-3487_FrontView.jpg,sample-3487_SideView_1.jpg,sample-3487_SideView_2.jpg
2960,180,340,3.128,150,250,0.484,0.14,6.60E-05,Inside jacket 0.44%,sample-3488,0.620265392,sample-3488_FrontView.jpg,sample-3488_SideView_1.jpg,sample-3488_SideView_2.jpg
2961,180,340,3.128,150,250,0.484,0.14,6.60E-05,Outside jacket 0.5%,sample-3489,1.014967455,sample-3489_FrontView.jpg,sample-3489_SideView_1.jpg,sample-3489_SideView_2.jpg
2962,180,340,3.128,150,250,0.484,0.2,3.00E-05,Inside jacket 1.6%,sample-3490,12.28413603,sample-3490_FrontView.jpg,sample-3490_SideView_1.jpg,sample-3490_SideView_2.jpg
2963,180,340,3.128,150,250,0.484,0.2,3.00E-05,Inside jacket 0.44%,sample-3491,0.434550672,sample-3491_FrontView.jpg,sample-3491_SideView_1.jpg,sample-3491_SideView_2.jpg
2964,180,340,3.128,150,250,0.484,0.2,3.00E-05,Outside jacket 0.5%,sample-3492,0.818194267,sample-3492_FrontView.jpg,sample-3492_SideView_1.jpg,sample-3492_SideView_2.jpg
2965,180,340,3.128,150,250,0.484,0.2,6.60E-05,Inside jacket 1.6%,sample-3493,12.07105247,sample-3493_FrontView.jpg,sample-3493_SideView_1.jpg,sample-3493_SideView_2.jpg
2966,180,340,3.128,150,250,0.484,0.2,6.60E-05,Inside jacket 0.44%,sample-3494,0.515556753,sample-3494_FrontView.jpg,sample-3494_SideView_1.jpg,sample-3494_SideView_2.jpg
2967,180,340,3.128,150,250,0.484,0.2,6.60E-05,Outside jacket 0.5%,sample-3495,0.700994114,sample-3495_FrontView.jpg,sample-3495_SideView_1.jpg,sample-3495_SideView_2.jpg
2968,180,340,3.128,150,250,1.79,0.14,3.00E-05,Inside jacket 1.6%,sample-3496,12.20979945,sample-3496_FrontView.jpg,sample-3496_SideView_1.jpg,sample-3496_SideView_2.jpg
2969,180,340,3.128,150,250,1.79,0.14,3.00E-05,Inside jacket 0.44%,sample-3497,0.456090297,sample-3497_FrontView.jpg,sample-3497_SideView_1.jpg,sample-3497_SideView_2.jpg
2970,180,340,3.128,150,250,1.79,0.14,3.00E-05,Outside jacket 0.5%,sample-3498,0.790468381,sample-3498_FrontView.jpg,sample-3498_SideView_1.jpg,sample-3498_SideView_2.jpg
2971,180,340,3.128,150,250,1.79,0.14,6.60E-05,Inside jacket 1.6%,sample-3499,6.533482365,sample-3499_FrontView.jpg,sample-3499_SideView_1.jpg,sample-3499_SideView_2.jpg
2972,180,340,3.128,150,250,1.79,0.14,6.60E-05,Inside jacket 0.44%,sample-3500,0.51464262,sample-3500_FrontView.jpg,sample-3500_SideView_1.jpg,sample-3500_SideView_2.jpg
2973,180,340,3.128,150,250,1.79,0.14,6.60E-05,Outside jacket 0.5%,sample-3501,0.771785877,sample-3501_FrontView.jpg,sample-3501_SideView_1.jpg,sample-3501_SideView_2.jpg
2974,180,340,3.128,150,250,1.79,0.2,3.00E-05,Inside jacket 1.6%,sample-3502,10.76724467,sample-3502_FrontView.jpg,sample-3502_SideView_1.jpg,sample-3502_SideView_2.jpg
2975,180,340,3.128,150,250,1.79,0.2,3.00E-05,Inside jacket 0.44%,sample-3503,0.460075973,sample-3503_FrontView.jpg,sample-3503_SideView_1.jpg,sample-3503_SideView_2.jpg
2976,180,340,3.128,150,250,1.79,0.2,3.00E-05,Outside jacket 0.5%,sample-3504,0.658685895,sample-3504_FrontView.jpg,sample-3504_SideView_1.jpg,sample-3504_SideView_2.jpg
2977,180,340,3.128,150,250,1.79,0.2,6.60E-05,Inside jacket 1.6%,sample-3505,12.17825655,sample-3505_FrontView.jpg,sample-3505_SideView_1.jpg,sample-3505_SideView_2.jpg
2978,180,340,3.128,150,250,1.79,0.2,6.60E-05,Inside jacket 0.44%,sample-3506,0.449718105,sample-3506_FrontView.jpg,sample-3506_SideView_1.jpg,sample-3506_SideView_2.jpg
2979,180,340,3.128,150,250,1.79,0.2,6.60E-05,Outside jacket 0.5%,sample-3507,0.555880995,sample-3507_FrontView.jpg,sample-3507_SideView_1.jpg,sample-3507_SideView_2.jpg
2980,180,340,3.128,150,70,0.484,0.14,3.00E-05,Inside jacket 1.6%,sample-3508,12.94033248,sample-3508_FrontView.jpg,sample-3508_SideView_1.jpg,sample-3508_SideView_2.jpg
2981,180,340,3.128,150,70,0.484,0.14,3.00E-05,Inside jacket 0.44%,sample-3509,0.403251385,sample-3509_FrontView.jpg,sample-3509_SideView_1.jpg,sample-3509_SideView_2.jpg
2982,180,340,3.128,150,70,0.484,0.14,3.00E-05,Outside jacket 0.5%,sample-3510,5.180138695,sample-3510_FrontView.jpg,sample-3510_SideView_1.jpg,sample-3510_SideView_2.jpg
2983,180,340,3.128,150,70,0.484,0.14,6.60E-05,Inside jacket 1.6%,sample-3511,13.80649818,sample-3511_FrontView.jpg,sample-3511_SideView_1.jpg,sample-3511_SideView_2.jpg
2984,180,340,3.128,150,70,0.484,0.14,6.60E-05,Inside jacket 0.44%,sample-3512,0.517914464,sample-3512_FrontView.jpg,sample-3512_SideView_1.jpg,sample-3512_SideView_2.jpg
2985,180,340,3.128,150,70,0.484,0.14,6.60E-05,Outside jacket 0.5%,sample-3513,3.822213868,sample-3513_FrontView.jpg,sample-3513_SideView_1.jpg,sample-3513_SideView_2.jpg
2986,180,340,3.128,150,70,0.484,0.2,3.00E-05,Inside jacket 1.6%,sample-3514,14.64496688,sample-3514_FrontView.jpg,sample-3514_SideView_1.jpg,sample-3514_SideView_2.jpg
2987,180,340,3.128,150,70,0.484,0.2,3.00E-05,Inside jacket 0.44%,sample-3515,0.411557134,sample-3515_FrontView.jpg,sample-3515_SideView_1.jpg,sample-3515_SideView_2.jpg
2988,180,340,3.128,150,70,0.484,0.2,3.00E-05,Outside jacket 0.5%,sample-3516,2.617098028,sample-3516_FrontView.jpg,sample-3516_SideView_1.jpg,sample-3516_SideView_2.jpg
2989,180,340,3.128,150,70,0.484,0.2,6.60E-05,Inside jacket 1.6%,sample-3517,8.665919776,sample-3517_FrontView.jpg,sample-3517_SideView_1.jpg,sample-3517_SideView_2.jpg
